use_id,plant_id,raw_record_id,cesky_nazev_display,cast_rostliny_text,cast_rostliny_kategorie,cast_rostliny_je_kombinovana,domena,domena_slug,poddomena_text,poddomena_kategorie,status_znalosti,status_znalosti_slug,aplikovatelnost_v_cr,aplikovatelnost_slug,typicke_lokality_text,obdobi_ziskani_text,mesic_od,mesic_do,fenologicka_faze,zpusob_pripravy,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial_text,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_cr,dukaznost_typ,dukaznost_skore,dukaznost_rank,ma_druhy_zdroj,je_trvanlive_1m_plus,je_v_jadru_bezne_1m_plus,processing_methods_text,processing_methods_count,ma_potravinove_konzervacni_metody,sber_doporuceni,kuratorska_poznamka
r137,plant_malva_sylvestris_l_malva_neglecta_wallr,R137,sléz lesní / sléz přehlížený,květy,kvetni_cast,False,potrava,potrava,jedlé květy,ostatni_specialni,méně známé,mene_zname,vysoká,vysoka,"ruderály, zahrady, okraje cest",VI–IX,6,9,čerstvé květy,Květy jako jedlá dekorace nebo jemná složka čajových směsí.,dekorace a jemný aromatický doplněk,mírná,jemně květová,neaplikovateln?,sběr z čistých ploch,,běžný nechráněný druh,EMA podklad / kurátorovaný botanický zdroj,C,3,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvé květy; v datech je pro něj vedené období VI–IX. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Zajímavé propojení jedlosti a léčebného slizu.
r138,plant_verbascum_densiflorum_bertol_v_thapsus_l_v_phlomoides_l,R138,divizna,květ,kvetni_cast,False,pití,piti,nálev při suchém kašli,caj_nalev,mainstream,mainstream,vysoká,vysoka,"suché stráně, náspy, okraje cest, paseky, ruderály",VI–IX,6,9,čerstvě rozkvetlý květ za sucha,"Sbírat jednotlivé květy za sucha, rychle a šetrně sušit; klasický diviznový čaj.",podpora při suchém kašli a podrážděném krku,"jemná, lehce medová",jemně medová,neaplikovateln?,"chloupky mohou dráždit, proto čaj pečlivě přecedit",při dušnosti nebo horšení stavu neodkládat péči,běžný nechráněný druh,EMA monografie,A,5,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvě rozkvetlý květ za sucha; v datech je pro něj vedené období VI–IX. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Jedna z nejpraktičtějších běžně potkatelných léčivek.
r139,plant_verbascum_densiflorum_bertol_v_thapsus_l_v_phlomoides_l,R139,divizna,suchá lodyha,listova_nadzemni_cast,False,palivo,palivo,pochodeň / podpal,palivo,téměř zapomenuté,temer_zapomenute,střední,stredni,"suché stráně, náspy, paseky",IX–III,9,3,suchá odumřelá lodyha,Suché lodyhy historicky sloužily jako improvizovaná pochodeň nebo rychlý podpal.,"rychlé rozhoření, demonstrace starého užití",,,nízký až střední jako podpal,"pracuje jen jako rychlý podpal, ne plnohodnotné palivo",hořlavý materiál používat opatrně,sběr suchých zbytků z běžných ploch; nepoškozovat živé rostliny,historicko-etnobotanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: suchá odumřelá lodyha; v datech je pro něj vedené období IX–III. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobrá ukázka „paliva“ mimo dřeviny.
r140,plant_crataegus_monogyna_jacq_c_laevigata_poir_dc,R140,hloh obecný / jednosemenný,malvice,plodova_cast,False,potrava,potrava,povidla / želé / sušený plod,zavarenina,méně známé,mene_zname,vysoká,vysoka,"meze, křoviny, lesní lemy, staré sady, remízky",IX–X,9,10,plně vybarvený měkčí plod,"Plody po tepelné úpravě na protlaky, želé nebo ovocnou kůži; syrové bývají moučnaté.",podzimní plané ovoce,"moučnatě sladká, trpká",slabá ovocná,neaplikovateln?,"pecky, trpkost a pracnost; sběr mimo prašné silnice",,běžný nechráněný druh,etnobotanika + oficiální monografie pro jinou část drogy,C,3,True,False,False,Sušení · Zavaření / sterilace ve sklenici · Cukrování / kandování / džem,3,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vybarvený měkčí plod; v datech je pro něj vedené období IX–X. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Plody jsou prakticky využitelné, ale sbírá je málo kdo."
r141,plant_crataegus_monogyna_jacq_c_laevigata_poir_dc,R141,hloh obecný / jednosemenný,list s květem,kombinovana_cast,True,fytoterapie,fytoterapie,nálev / extrakt,caj_nalev,méně známé,mene_zname,vysoká,vysoka,"meze, křoviny, lesní lemy, remízky",V,5,5,plné kvetení,Oficiálně vedená tradiční droga pro mírný stres a některé dočasné nervózní srdeční obtíže po vyloučení závažné příčiny.,"mírný stres, spánek, nervózní palpitace",jemně trpká,slabě květová,neaplikovateln?,nepoužívat jako samoléčbu u skutečných kardiálních příznaků,"při bolesti na hrudi, dušnosti nebo otocích vždy lékař",běžný nechráněný druh; netrhat nadměrně celé větve,EMA monografie,A,5,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: plné kvetení; v datech je pro něj vedené období V. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Silněji podložený záznam než většina planých keřů.
r142,plant_rubus_fruticosus_agg,R142,ostružiník křovitý,plody,plodova_cast,False,potrava,potrava,čerstvé ovoce / džem,zavarenina,mainstream,mainstream,vysoká,vysoka,"křoviny, paseky, náspy, okraje lesů, meze",VII–IX,7,9,plně černé zralé plody,Sbírat jen plně zralé plody; výborné čerstvé i na zavaření.,plané ovoce,sladce kyselá,ovocná,neaplikovateln?,"paraziti nízko u země, plísně a prach u cest",,běžný nechráněný druh,kurátorovaný botanický zdroj,C,3,True,False,False,Zavaření / sterilace ve sklenici · Cukrování / kandování / džem,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně černé zralé plody; v datech je pro něj vedené období VII–IX. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Každou dávku hned protřiď; plesnivý, nahnilý nebo hmyzem poškozený materiál vyřaď. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Jedna z nejpraktičtějších běžných planých plodin.
r143,plant_rubus_fruticosus_agg,R143,ostružiník křovitý,listy,listova_nadzemni_cast,False,pití,piti,listový čaj,caj_nalev,méně známé,mene_zname,střední,stredni,"křoviny, paseky, lesní lemy",V–VIII,5,8,zdravé mladší listy,Sušené listy na jednoduchý bylinný čaj nebo do směsí.,svíravý čaj,trpká,slabě zelená,neaplikovateln?,trpkost; jen zdravé neplesnivé listy,,běžný nechráněný druh,kurátorovaný botanický zdroj,D,2,False,False,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zdravé mladší listy; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","V českém prostoru méně známé než plody, ale praktické."
r144,plant_thymus_serpyllum_agg,R144,mateřídouška,nať,listova_nadzemni_cast,False,pití,piti,aromatický čaj,caj_nalev,mainstream,mainstream,vysoká,vysoka,"suché stráně, písčiny, meze, skalnatější trávníky",V–VIII,5,8,na začátku květu,Kvetoucí nať na aromatický čaj; sušit rychle a ve stínu.,aromatický nápoj a domácí čajová bylina,"kořenitá, lehce nahořklá","silně aromatická, tymiánová",neaplikovateln?,silice mohou vadit citlivým osobám; nepřehánět dávky,,"běžný nechráněný druh, ale lokálně sbírat šetrně",botanický zdroj + analogie s tymiánem,C,3,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: na začátku květu; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Velmi typická rostlina českých mezí a strání.
r145,plant_thymus_serpyllum_agg,R145,mateřídouška,nať,listova_nadzemni_cast,False,potrava,potrava,koření,koreni_dochucovadlo,mainstream,mainstream,vysoká,vysoka,"suché louky, stráně, meze",V–VIII,5,8,kvetoucí vrcholky,"Používat jako divoké koření podobné tymiánu, ale jemnější a „krajinovější“.",aromatizace jídla,kořenitá,silně kořenitá,neaplikovateln?,sběr jen po malých částech z více trsů,,běžný nechráněný druh,kurátorovaný botanický zdroj,C,3,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: kvetoucí vrcholky; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Pro kuchyň často praktičtější než mnoho jiných planých bylin.
r146,plant_thymus_serpyllum_agg,R146,mateřídouška,nať,listova_nadzemni_cast,False,fytoterapie,fytoterapie,čaj při nachlazení,caj_nalev,méně známé,mene_zname,střední,stredni,suché stráně a meze,V–VIII,5,8,kvetoucí nať,"Tradiční respirační použití je plausibilní a druh je blízký kuchyňskému tymiánu, ale formální EMA monografie cílí na jiné druhy thymu.",kašel a nachlazení v tradičním smyslu,kořenitá,tymiánová,neaplikovateln?,důkaznost nižší než u Thymus vulgaris; opatrnost u malých dětí a v těhotenství,neplést s osobním medicínským doporučením,běžný nechráněný druh,analogie s EMA + kurátorovaný botanický zdroj,D,2,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: kvetoucí nať; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Přesně označeno jako přenositelná, ale ne plně totožná analogie."
r147,plant_humulus_lupulus_l,R147,chmel otáčivý,mladé výhonky,vyhonky_a_pupeny,False,potrava,potrava,jarní zelenina,cerstva_potrava,téměř zapomenuté,temer_zapomenute,střední,stredni,"křoviny, lesní lemy, břehy, ploty, staré sady",III–IV,3,4,mladé křehké výhony,Mladé výhonky krátce blanšírovat nebo restovat; chuťově připomínají chřestové jarní výhonky.,jarní delikatesa / globální analog,"jemně hořká, zelená",slabá zelená,neaplikovateln?,pracné hledání a potřeba jisté identifikace; jen malé množství,,běžný nechráněný druh,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: mladé křehké výhony; v datech je pro něj vedené období III–IV. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. U vodních a mokřadních stanovišť sbírej jen z čistých míst bez známek splachů, stok nebo stojaté znečištěné vody. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Výborný příklad luxusního, ale skoro zapomenutého sběru z výletu."
r148,plant_humulus_lupulus_l,R148,chmel otáčivý,samičí šištice,semena_a_orisky,False,pití,piti,pivní hořčina / bylinný nálev,caj_nalev,mainstream,mainstream,vysoká,vysoka,"ploty, křoviny, břehy, staré sady",VIII–IX,8,9,zralé aromatické šištice,Známé pivovarské použití; mimo pivo i do hořkých bylinných směsí a nálevů.,hořčení a aromatizace nápojů,"hořká, pryskyřičná",pryskyřičně bylinná,neaplikovateln?,sedativní efekt a hořkost; opatrnost při současném užívání uklidňujících látek,může zesilovat ospalost,"běžný nechráněný druh; sbírat jen tam, kde to je vhodné",kurátorovaný botanický zdroj / tradiční evropská praxe,C,3,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé aromatické šištice; v datech je pro něj vedené období VIII–IX. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. U vodních a mokřadních stanovišť sbírej jen z čistých míst bez známek splachů, stok nebo stojaté znečištěné vody. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Na procházkách překvapivě častý v křovinách a starých plotech.
r149,plant_humulus_lupulus_l,R149,chmel otáčivý,samičí šištice,semena_a_orisky,False,vůně,vune,polštářek / aromatický sáček,vune_a_vykurovani,méně známé,mene_zname,vysoká,vysoka,"křoviny, staré sady, ploty",VIII–IX,8,9,čerstvě sklizené šištice,Sušené šištice do aromatických polštářků a sáčků; tradičně spojováno s večerním zklidněním.,vonná a mírně sedativní atmosféra,,"pryskyřičně bylinná, chmelová",neaplikovateln?,citlivost na aroma u některých osob,"mírně uklidňující tradice, ne léková jistota",běžný nechráněný druh,kurátorovaný botanický zdroj,D,2,False,False,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvě sklizené šištice; v datech je pro něj vedené období VIII–IX. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře zapadá do tvé kategorie vůní.
r150,plant_chenopodium_album_l,R150,merlík bílý,mladé listy,listova_nadzemni_cast,False,potrava,potrava,potherb / „špenát“,cerstva_potrava,méně známé,mene_zname,vysoká,vysoka,"záhony, pole, ruderály, okraje cest, komposty",V–VIII,5,8,mladé listy před kvetením,Mladé listy vařit jako špenát; syrové spíše v menším množství.,objemná planá zelenina,"jemně moučnatá, zelená",nevýrazná,neaplikovateln?,obsah oxalátů a saponinů; vyhýbat se silně hnojeným nebo znečištěným plochám,,běžný nechráněný druh,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: mladé listy před kvetením; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Patří mezi nejvýnosnější běžně potkávané jedlé plevele.
r151,plant_chenopodium_album_l,R151,merlík bílý,semena,semena_a_orisky,False,potrava,potrava,kaše / příměs do mouky,ostatni_specialni,téměř zapomenuté,temer_zapomenute,střední,stredni,"ruderály, pole, úhory",VIII–X,8,10,zralá suchá semena,Drobné semeno lze po pracném čištění použít jako příměs do kaší nebo pečiva.,nouzová či experimentální semenná surovina,oříškově neutrální,nevýrazná,neaplikovateln?,pracnost a drobná velikost; jen čisté porosty,,běžný nechráněný druh,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: zralá suchá semena; v datech je pro něj vedené období VIII–X. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Spíš znalostní bonus než každodenní praxe.
r152,plant_plantago_major_l,R152,jitrocel větší,mladé listy,listova_nadzemni_cast,False,potrava,potrava,listová zelenina po úpravě,cerstva_potrava,méně známé,mene_zname,vysoká,vysoka,"cesty, dvory, trávníky, sešlapávané plochy",III–V,3,5,mladé listy před vytaháním vláken,Mladé listy po krátkém blanšírování; starší bývají tuhé a vláknité.,jarní zelenina z velmi běžného druhu,mírně nahořklá,slabě zelená,neaplikovateln?,vláknitost starších listů; snadná kontaminace sešlapávaných míst,,běžný nechráněný druh,kurátorovaný botanický zdroj,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: mladé listy před vytaháním vláken; v datech je pro něj vedené období III–V. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Praktická, ale často opomíjená alternativa k jitroceli kopinatému."
r153,plant_plantago_major_l,R153,jitrocel větší,čerstvý list,listova_nadzemni_cast,False,léčba,lecba,folk zevní přiložení,zevni_aplikace,mainstream,mainstream,vysoká,vysoka,"cesty, trávníky, dvory",IV–X,4,10,čerstvý list,Čerstvý rozemnutý list je v domácí tradici častý jako rychlé přiložení na štípance a drobné oděrky.,rychlá folk první pomoc,nevýrazná,zelená,neaplikovateln?,nejde o sterilní prostředek; ne na hluboké či infikované rány,,běžný nechráněný druh,kurátorovaný botanický zdroj / evropská tradice,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvý list; v datech je pro něj vedené období IV–X. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Jedna z nejrozšířenějších „dětských“ znalostí z výletů.
r154,plant_plantago_major_l,R154,jitrocel větší,list,listova_nadzemni_cast,False,pití,piti,listový čaj,caj_nalev,méně známé,mene_zname,střední,stredni,"trávníky, cesty, dvory",V–VIII,5,8,zdravý list,Sušený list na jednoduchý čaj; pro oficiální respirační použití je však lépe doložen jitrocel kopinatý.,čaj pro krk a dýchací komfort v tradičním smyslu,lehce trpká,zelená,neaplikovateln?,jen analogie k lépe doloženým plantagům,u přetrvávání obtíží řešit standardně,běžný nechráněný druh,genus analog + kurátorovaný zdroj,D,2,True,False,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zdravý list; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Přesně označeno jako slabší analogie, ne plně ekvivalentní EMA záznam."
r155,plant_malus_domestica,R155,jabloň domácí,plod,plodova_cast,False,potrava,potrava,křížaly / sušené plátky,suseni_skladovani,mainstream,mainstream,vysoká,vysoka,"sady, zahrady, staré aleje, vesnické zahrady",IX–XI,9,11,plně vyzrálé skladovací plody,Nakrájet na plátky a usušit v mírném teple nebo na vzdušném místě; po dosušení skladovat v suchu.,"Lehká zásoba ovoce na zimu, svačina a přídavek do kaší či čajových směsí.","sladce ovocný, koncentrovaný",slabě jablečný,neaplikovatelné,Nedostatečné dosušení vede k plesnivění; poškozené plody nevyužívat.,Bez zvláštních interakcí; sledovat případnou intoleranci sušeného ovoce.,Sběr z vlastních nebo legálně dostupných sadů.,středoevropská ovocnářská tradice + kurátorovaný botanický zdroj,B,4,True,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé skladovací plody; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Každou dávku hned protřiď; plesnivý, nahnilý nebo hmyzem poškozený materiál vyřaď. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Při správném usušení běžně vydrží mnoho měsíců.
r156,plant_malus_domestica,R156,jabloň domácí,plod,plodova_cast,False,pití,piti,jablečný ocet / cider vinegar,ocet,mainstream,mainstream,vysoká,vysoka,"sady, zahrady, staré aleje, vesnické zahrady",IX–XI,9,11,zralé plody nebo mošt,Mošt nebo jablečný základ nechat prokvasit a dokyselit na ocet; skladovat v lahvích v chladu a temnu.,Trvanlivé kyselé dochucovadlo a nápojový základ pro další ředění.,"kyselý, ovocný",slabě ovocný,neaplikovatelné,Riziko kontaminace při špatné hygieně výroby; neplést s nehotovým kvašením.,U citlivých osob může dráždit žaludek či zuby.,Běžné domácí zpracování z legálně získaných plodů.,středoevropská ovocnářská tradice + kurátorovaný botanický zdroj,B,4,True,True,True,Skladování v chladu · Kvašení / fermentace · Naložení do octa / ocet,3,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé plody nebo mošt; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Správně vedený ocet je bezpečně skladovatelný déle než měsíc, obvykle řadu měsíců."
r157,plant_pyrus_communis,R157,hrušeň obecná,plod,plodova_cast,False,potrava,potrava,sušené hrušky / křížaly,suseni_skladovani,mainstream,mainstream,vysoká,vysoka,"sady, zahrady, staré vysokokmenné stromy, polní cesty",IX–XI,9,11,plně vyzrálé plody,"Oloupat nebo ponechat slupku podle odrůdy, nakrájet a usušit; skladovat v suchu.",Sladká zimní zásoba ovoce; lze i povařit do odvaru nebo kompotu.,"velmi sladký, medový",slabý,neaplikovatelné,Moučnaté či nahnilé plody se špatně suší; riziko plesnivění při vlhku.,Bez zvláštních interakcí.,Sběr z vlastních nebo dostupných sadů.,středoevropská ovocnářská tradice + kurátorovaný botanický zdroj,B,4,True,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé plody; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Každou dávku hned protřiď; plesnivý, nahnilý nebo hmyzem poškozený materiál vyřaď. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Po dosušení dobře skladovatelné po celé zimní období.
r158,plant_pyrus_communis,R158,hrušeň obecná,plod,plodova_cast,False,pití,piti,perry / hruškový kvašený nápoj,fermentace,méně známé,mene_zname,vysoká,vysoka,"sady, zahrady, staré vysokokmenné stromy, polní cesty",IX–XI,9,11,plně vyzrálé plody vhodné na mošt,Z vylisovaných hrušek připravit mošt a nechat vykvasit; hotový nápoj skladovat v lahvích.,Trvanlivější způsob uchování úrody v tekuté podobě.,"ovocný, jemně tříslovitý",ovocný,neaplikovatelné,Riziko neřízeného kvašení a přetlaku v lahvích; nutná čistota výroby.,"Alkoholický nápoj; nevhodné pro děti, těhotné a řidiče.",Domácí zpracování z legálně získaných plodů; případná destilace podléhá zvláštním pravidlům.,středoevropská ovocnářská tradice + kurátorovaný botanický zdroj,B,4,True,True,False,Kvašení / fermentace,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé plody vhodné na mošt; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Po dokvašení a správném uskladnění vydrží měsíce.
